location;time_of_measurement;counted_pedestrians;type;incidents
Münsterplatz , Ulm;2019-11-29 09:24:56 +0100;45;regular;""
Münsterplatz , Ulm;2019-11-29 09:29:57 +0100;69;regular;""
Münsterplatz , Ulm;2019-11-29 09:29:59 +0100;15;regular;""
Münsterplatz , Ulm;2019-11-29 09:31:30 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 09:34:54 +0100;87;regular;""
Münsterplatz , Ulm;2019-11-29 09:39:57 +0100;88;regular;""
Münsterplatz , Ulm;2019-11-29 09:44:57 +0100;68;regular;""
Münsterplatz , Ulm;2019-11-29 09:45:03 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 09:49:57 +0100;84;regular;""
Münsterplatz , Ulm;2019-11-29 09:54:37 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 09:54:59 +0100;90;regular;""
Münsterplatz , Ulm;2019-11-29 09:58:56 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-29 09:59:56 +0100;83;regular;""
Münsterplatz , Ulm;2019-11-29 10:03:39 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 10:04:31 +0100;69;regular;""
Münsterplatz , Ulm;2019-11-29 10:09:59 +0100;83;regular;""
Münsterplatz , Ulm;2019-11-29 10:13:42 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 10:14:55 +0100;90;regular;""
Münsterplatz , Ulm;2019-11-29 10:19:26 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 10:19:56 +0100;110;regular;""
Münsterplatz , Ulm;2019-11-29 10:24:47 +0100;9;regular;""
Münsterplatz , Ulm;2019-11-29 10:24:58 +0100;116;regular;""
Münsterplatz , Ulm;2019-11-29 10:29:44 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-29 10:29:45 +0100;82;regular;""
Münsterplatz , Ulm;2019-11-29 10:34:19 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 10:34:53 +0100;103;regular;""
Münsterplatz , Ulm;2019-11-29 10:39:58 +0100;102;regular;""
Münsterplatz , Ulm;2019-11-29 10:44:42 +0100;18;regular;""
Münsterplatz , Ulm;2019-11-29 10:44:58 +0100;115;regular;""
Münsterplatz , Ulm;2019-11-29 10:49:16 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-29 10:49:56 +0100;116;regular;""
Münsterplatz , Ulm;2019-11-29 10:51:48 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-29 10:54:51 +0100;119;regular;""
Münsterplatz , Ulm;2019-11-29 10:58:08 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-29 10:59:58 +0100;107;regular;""
Münsterplatz , Ulm;2019-11-29 11:03:49 +0100;36;regular;""
Münsterplatz , Ulm;2019-11-29 11:04:52 +0100;148;regular;""
Münsterplatz , Ulm;2019-11-29 11:08:28 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-29 11:09:55 +0100;163;regular;""
Münsterplatz , Ulm;2019-11-29 11:13:15 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-29 11:14:59 +0100;135;regular;""
Münsterplatz , Ulm;2019-11-29 11:19:31 +0100;9;regular;""
Münsterplatz , Ulm;2019-11-29 11:19:51 +0100;149;regular;""
Münsterplatz , Ulm;2019-11-29 11:24:58 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 11:24:59 +0100;120;regular;""
Münsterplatz , Ulm;2019-11-29 11:29:30 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 11:29:59 +0100;153;regular;""
Münsterplatz , Ulm;2019-11-29 11:34:57 +0100;155;regular;""
Münsterplatz , Ulm;2019-11-29 11:39:50 +0100;10;regular;""
Münsterplatz , Ulm;2019-11-29 11:39:57 +0100;163;regular;""
Münsterplatz , Ulm;2019-11-29 11:43:52 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 11:44:58 +0100;152;regular;""
Münsterplatz , Ulm;2019-11-29 11:47:19 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-29 11:49:59 +0100;139;regular;""
Münsterplatz , Ulm;2019-11-29 11:54:17 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-29 11:54:59 +0100;130;regular;""
Münsterplatz , Ulm;2019-11-29 11:58:44 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 11:59:59 +0100;121;regular;""
Münsterplatz , Ulm;2019-11-29 12:04:07 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-29 12:04:59 +0100;129;regular;""
Münsterplatz , Ulm;2019-11-29 12:09:57 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-29 12:09:58 +0100;156;regular;""
Münsterplatz , Ulm;2019-11-29 12:14:02 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-29 12:14:58 +0100;199;regular;""
Münsterplatz , Ulm;2019-11-29 12:19:07 +0100;10;regular;""
Münsterplatz , Ulm;2019-11-29 12:19:52 +0100;198;regular;""
Münsterplatz , Ulm;2019-11-29 12:23:22 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 12:24:56 +0100;183;regular;""
Münsterplatz , Ulm;2019-11-29 12:28:20 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-29 12:29:57 +0100;172;regular;""
Münsterplatz , Ulm;2019-11-29 12:34:23 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-29 12:34:56 +0100;175;regular;""
Münsterplatz , Ulm;2019-11-29 12:38:34 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 12:39:58 +0100;159;regular;""
Münsterplatz , Ulm;2019-11-29 12:44:45 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 12:44:59 +0100;183;regular;""
Münsterplatz , Ulm;2019-11-29 12:49:37 +0100;13;regular;""
Münsterplatz , Ulm;2019-11-29 12:49:57 +0100;187;regular;""
Münsterplatz , Ulm;2019-11-29 12:52:10 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 12:54:58 +0100;202;regular;""
Münsterplatz , Ulm;2019-11-29 12:59:54 +0100;9;regular;""
Münsterplatz , Ulm;2019-11-29 12:59:59 +0100;246;regular;""
Münsterplatz , Ulm;2019-11-29 13:04:53 +0100;10;regular;""
Münsterplatz , Ulm;2019-11-29 13:04:54 +0100;222;regular;""
Münsterplatz , Ulm;2019-11-29 13:08:26 +0100;9;regular;""
Münsterplatz , Ulm;2019-11-29 13:09:59 +0100;263;regular;""
Münsterplatz , Ulm;2019-11-29 13:14:53 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-29 13:14:59 +0100;213;regular;""
Münsterplatz , Ulm;2019-11-29 13:19:43 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 13:19:53 +0100;170;regular;""
Münsterplatz , Ulm;2019-11-29 13:22:37 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-29 13:24:59 +0100;197;regular;""
Münsterplatz , Ulm;2019-11-29 13:27:51 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 13:29:58 +0100;177;regular;""
Münsterplatz , Ulm;2019-11-29 13:34:33 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-29 13:34:58 +0100;161;regular;""
Münsterplatz , Ulm;2019-11-29 13:39:54 +0100;12;regular;""
Münsterplatz , Ulm;2019-11-29 13:39:58 +0100;164;regular;""
Münsterplatz , Ulm;2019-11-29 13:43:42 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 13:44:56 +0100;148;regular;""
Münsterplatz , Ulm;2019-11-29 13:48:49 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 13:49:59 +0100;93;regular;""
Münsterplatz , Ulm;2019-11-29 13:54:48 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 13:54:59 +0100;115;regular;""
Münsterplatz , Ulm;2019-11-29 13:59:49 +0100;89;regular;""
Münsterplatz , Ulm;2019-11-29 14:04:52 +0100;89;regular;""
Münsterplatz , Ulm;2019-11-29 14:05:53 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-29 14:09:53 +0100;86;regular;""
Münsterplatz , Ulm;2019-11-29 14:13:51 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 14:14:59 +0100;84;regular;""
Münsterplatz , Ulm;2019-11-29 14:19:09 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 14:19:59 +0100;118;regular;""
Münsterplatz , Ulm;2019-11-29 14:24:51 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 14:24:59 +0100;114;regular;""
Münsterplatz , Ulm;2019-11-29 14:28:13 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 14:29:57 +0100;116;regular;""
Münsterplatz , Ulm;2019-11-29 14:34:24 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 14:34:57 +0100;121;regular;""
Münsterplatz , Ulm;2019-11-29 14:38:58 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 14:39:55 +0100;94;regular;""
Münsterplatz , Ulm;2019-11-29 14:43:09 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 14:44:48 +0100;103;regular;""
Münsterplatz , Ulm;2019-11-29 14:49:52 +0100;146;regular;""
Münsterplatz , Ulm;2019-11-29 14:49:56 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-29 14:51:37 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 14:54:54 +0100;105;regular;""
Münsterplatz , Ulm;2019-11-29 14:58:41 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 14:59:58 +0100;128;regular;""
Münsterplatz , Ulm;2019-11-29 15:02:04 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 15:04:59 +0100;110;regular;""
Münsterplatz , Ulm;2019-11-29 15:09:28 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 15:09:59 +0100;124;regular;""
Münsterplatz , Ulm;2019-11-29 15:14:23 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-29 15:14:50 +0100;131;regular;""
Münsterplatz , Ulm;2019-11-29 15:19:52 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 15:19:57 +0100;137;regular;""
Münsterplatz , Ulm;2019-11-29 15:23:43 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-29 15:24:56 +0100;146;regular;""
Münsterplatz , Ulm;2019-11-29 15:29:46 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 15:29:59 +0100;155;regular;""
Münsterplatz , Ulm;2019-11-29 15:31:19 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-29 15:34:58 +0100;126;regular;""
Münsterplatz , Ulm;2019-11-29 15:38:18 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-29 15:39:50 +0100;170;regular;""
Münsterplatz , Ulm;2019-11-29 15:44:11 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-29 15:44:56 +0100;111;regular;""
Münsterplatz , Ulm;2019-11-29 15:49:31 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-29 15:49:58 +0100;138;regular;""
Münsterplatz , Ulm;2019-11-29 15:53:45 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 15:54:59 +0100;138;regular;""
Münsterplatz , Ulm;2019-11-29 15:58:28 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-29 15:59:57 +0100;153;regular;""
Münsterplatz , Ulm;2019-11-29 16:04:35 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 16:04:54 +0100;135;regular;""
Münsterplatz , Ulm;2019-11-29 16:07:49 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 16:09:59 +0100;143;regular;""
Münsterplatz , Ulm;2019-11-29 16:11:34 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 16:14:54 +0100;109;regular;""
Münsterplatz , Ulm;2019-11-29 16:19:02 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 16:19:49 +0100;120;regular;""
Münsterplatz , Ulm;2019-11-29 16:23:48 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 16:24:59 +0100;117;regular;""
Münsterplatz , Ulm;2019-11-29 16:29:15 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 16:29:53 +0100;111;regular;""
Münsterplatz , Ulm;2019-11-29 16:34:10 +0100;10;regular;""
Münsterplatz , Ulm;2019-11-29 16:34:53 +0100;136;regular;""
Münsterplatz , Ulm;2019-11-29 16:39:05 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 16:39:59 +0100;163;regular;""
Münsterplatz , Ulm;2019-11-29 16:44:57 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-29 16:44:58 +0100;152;regular;""
Münsterplatz , Ulm;2019-11-29 16:49:55 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 16:49:57 +0100;163;regular;""
Münsterplatz , Ulm;2019-11-29 16:54:33 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-29 16:54:58 +0100;178;regular;""
Münsterplatz , Ulm;2019-11-29 16:59:53 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-29 16:59:59 +0100;191;regular;""
Münsterplatz , Ulm;2019-11-29 17:04:48 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 17:04:56 +0100;153;regular;""
Münsterplatz , Ulm;2019-11-29 17:09:20 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 17:09:59 +0100;171;regular;""
Münsterplatz , Ulm;2019-11-29 17:14:19 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 17:14:56 +0100;153;regular;""
Münsterplatz , Ulm;2019-11-29 17:19:59 +0100;178;regular;""
Münsterplatz , Ulm;2019-11-29 17:24:48 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 17:24:56 +0100;183;regular;""
Münsterplatz , Ulm;2019-11-29 17:29:43 +0100;9;regular;""
Münsterplatz , Ulm;2019-11-29 17:29:52 +0100;199;regular;""
Münsterplatz , Ulm;2019-11-29 17:31:26 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-29 17:34:59 +0100;175;regular;""
Münsterplatz , Ulm;2019-11-29 17:39:37 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 17:39:59 +0100;168;regular;""
Münsterplatz , Ulm;2019-11-29 17:44:20 +0100;9;regular;""
Münsterplatz , Ulm;2019-11-29 17:44:59 +0100;240;regular;""
Münsterplatz , Ulm;2019-11-29 17:49:13 +0100;11;regular;""
Münsterplatz , Ulm;2019-11-29 17:49:51 +0100;184;regular;""
Münsterplatz , Ulm;2019-11-29 17:54:35 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 17:54:59 +0100;236;regular;""
Münsterplatz , Ulm;2019-11-29 17:59:45 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-29 17:59:52 +0100;210;regular;""
Münsterplatz , Ulm;2019-11-29 18:04:45 +0100;9;regular;""
Münsterplatz , Ulm;2019-11-29 18:04:54 +0100;170;regular;""
Münsterplatz , Ulm;2019-11-29 18:09:35 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-29 18:09:54 +0100;206;regular;""
Münsterplatz , Ulm;2019-11-29 18:14:45 +0100;9;regular;""
Münsterplatz , Ulm;2019-11-29 18:14:51 +0100;182;regular;""
Münsterplatz , Ulm;2019-11-29 18:18:58 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-29 18:19:57 +0100;193;regular;""
Münsterplatz , Ulm;2019-11-29 18:24:16 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-29 18:24:50 +0100;218;regular;""
Münsterplatz , Ulm;2019-11-29 18:26:42 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 18:29:58 +0100;167;regular;""
Münsterplatz , Ulm;2019-11-29 18:34:58 +0100;183;regular;""
Münsterplatz , Ulm;2019-11-29 18:37:25 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 18:39:53 +0100;161;regular;""
Münsterplatz , Ulm;2019-11-29 18:44:53 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-29 18:44:58 +0100;191;regular;""
Münsterplatz , Ulm;2019-11-29 18:49:10 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 18:49:59 +0100;196;regular;""
Münsterplatz , Ulm;2019-11-29 18:54:34 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-29 18:54:56 +0100;192;regular;""
Münsterplatz , Ulm;2019-11-29 18:59:18 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 18:59:55 +0100;186;regular;""
Münsterplatz , Ulm;2019-11-29 19:04:38 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-29 19:04:54 +0100;218;regular;""
Münsterplatz , Ulm;2019-11-29 19:09:22 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-29 19:09:59 +0100;212;regular;""
Münsterplatz , Ulm;2019-11-29 19:12:26 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 19:14:59 +0100;194;regular;""
Münsterplatz , Ulm;2019-11-29 19:16:49 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 19:19:58 +0100;205;regular;""
Münsterplatz , Ulm;2019-11-29 19:24:59 +0100;183;regular;""
Münsterplatz , Ulm;2019-11-29 19:29:24 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-29 19:29:51 +0100;175;regular;""
Münsterplatz , Ulm;2019-11-29 19:34:45 +0100;14;regular;""
Münsterplatz , Ulm;2019-11-29 19:34:59 +0100;224;regular;""
Münsterplatz , Ulm;2019-11-29 19:39:52 +0100;197;regular;""
Münsterplatz , Ulm;2019-11-29 19:44:16 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 19:44:55 +0100;150;regular;""
Münsterplatz , Ulm;2019-11-29 19:49:57 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-29 19:49:58 +0100;168;regular;""
Münsterplatz , Ulm;2019-11-29 19:53:29 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-29 19:54:56 +0100;173;regular;""
Münsterplatz , Ulm;2019-11-29 19:57:12 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-29 19:59:59 +0100;151;regular;""
Münsterplatz , Ulm;2019-11-29 20:03:03 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 20:04:55 +0100;179;regular;""
Münsterplatz , Ulm;2019-11-29 20:09:53 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-29 20:09:58 +0100;233;regular;""
Münsterplatz , Ulm;2019-11-29 20:14:24 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 20:14:53 +0100;146;regular;""
Münsterplatz , Ulm;2019-11-29 20:19:54 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 20:19:57 +0100;127;regular;""
Münsterplatz , Ulm;2019-11-29 20:24:27 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 20:24:58 +0100;176;regular;""
Münsterplatz , Ulm;2019-11-29 20:29:50 +0100;143;regular;""
Münsterplatz , Ulm;2019-11-29 20:32:26 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 20:34:57 +0100;162;regular;""
Münsterplatz , Ulm;2019-11-29 20:39:54 +0100;173;regular;""
Münsterplatz , Ulm;2019-11-29 20:44:06 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-29 20:44:46 +0100;207;regular;""
Münsterplatz , Ulm;2019-11-29 20:48:26 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-29 20:49:58 +0100;116;regular;""
Münsterplatz , Ulm;2019-11-29 20:51:40 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 20:54:56 +0100;187;regular;""
Münsterplatz , Ulm;2019-11-29 20:55:46 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 20:59:54 +0100;135;regular;""
Münsterplatz , Ulm;2019-11-29 21:01:45 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 21:04:43 +0100;97;regular;""
Münsterplatz , Ulm;2019-11-29 21:07:49 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 21:09:53 +0100;69;regular;""
Münsterplatz , Ulm;2019-11-29 21:14:56 +0100;44;regular;""
Münsterplatz , Ulm;2019-11-29 21:19:32 +0100;46;regular;""
Münsterplatz , Ulm;2019-11-29 21:24:37 +0100;59;regular;""
Münsterplatz , Ulm;2019-11-29 21:29:55 +0100;35;regular;""
Münsterplatz , Ulm;2019-11-29 21:33:40 +0100;25;regular;""
Münsterplatz , Ulm;2019-11-29 21:39:41 +0100;39;regular;""
Münsterplatz , Ulm;2019-11-29 21:40:10 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 21:44:59 +0100;50;regular;""
Münsterplatz , Ulm;2019-11-29 21:49:35 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-29 21:49:42 +0100;30;regular;""
Münsterplatz , Ulm;2019-11-29 21:54:55 +0100;44;regular;""
Münsterplatz , Ulm;2019-11-29 21:58:55 +0100;33;regular;""
Münsterplatz , Ulm;2019-11-29 22:04:59 +0100;38;regular;""
Münsterplatz , Ulm;2019-11-29 22:09:59 +0100;25;regular;""
Münsterplatz , Ulm;2019-11-29 22:14:21 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 22:14:57 +0100;33;regular;""
Münsterplatz , Ulm;2019-11-29 22:19:54 +0100;40;regular;""
Münsterplatz , Ulm;2019-11-29 22:19:55 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-29 22:24:48 +0100;30;regular;""
Münsterplatz , Ulm;2019-11-29 22:29:30 +0100;25;regular;""
Münsterplatz , Ulm;2019-11-29 22:34:02 +0100;27;regular;""
Münsterplatz , Ulm;2019-11-29 22:39:53 +0100;31;regular;""
Münsterplatz , Ulm;2019-11-29 22:44:59 +0100;22;regular;""
Münsterplatz , Ulm;2019-11-29 22:49:44 +0100;13;regular;""
Münsterplatz , Ulm;2019-11-29 22:54:51 +0100;27;regular;""
Münsterplatz , Ulm;2019-11-29 22:57:15 +0100;16;regular;""
Münsterplatz , Ulm;2019-11-29 23:04:30 +0100;30;regular;""
Münsterplatz , Ulm;2019-11-29 23:07:40 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-29 23:09:18 +0100;10;regular;""
Münsterplatz , Ulm;2019-11-29 23:14:02 +0100;12;regular;""
Münsterplatz , Ulm;2019-11-29 23:17:54 +0100;23;regular;""
Münsterplatz , Ulm;2019-11-29 23:24:03 +0100;18;regular;""
Münsterplatz , Ulm;2019-11-29 23:29:54 +0100;12;regular;""
Münsterplatz , Ulm;2019-11-29 23:34:42 +0100;22;regular;""
Münsterplatz , Ulm;2019-11-29 23:38:02 +0100;16;regular;""
Münsterplatz , Ulm;2019-11-29 23:43:46 +0100;17;regular;""
Münsterplatz , Ulm;2019-11-29 23:49:52 +0100;17;regular;""
Münsterplatz , Ulm;2019-11-29 23:54:40 +0100;33;regular;""
Münsterplatz , Ulm;2019-11-29 23:59:52 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-30 00:04:12 +0100;15;regular;""
Münsterplatz , Ulm;2019-11-30 00:09:22 +0100;14;regular;""
Münsterplatz , Ulm;2019-11-30 00:12:36 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 00:14:33 +0100;31;regular;""
Münsterplatz , Ulm;2019-11-30 00:19:43 +0100;10;regular;""
Münsterplatz , Ulm;2019-11-30 00:24:16 +0100;15;regular;""
Münsterplatz , Ulm;2019-11-30 00:29:58 +0100;32;regular;""
Münsterplatz , Ulm;2019-11-30 00:32:40 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-30 00:38:23 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-30 00:44:55 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-30 00:49:03 +0100;15;regular;""
Münsterplatz , Ulm;2019-11-30 00:53:50 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-30 00:59:05 +0100;10;regular;""
Münsterplatz , Ulm;2019-11-30 01:03:49 +0100;10;regular;""
Münsterplatz , Ulm;2019-11-30 01:06:30 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 01:09:45 +0100;9;regular;""
Münsterplatz , Ulm;2019-11-30 01:10:26 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 01:13:46 +0100;18;regular;""
Münsterplatz , Ulm;2019-11-30 01:18:55 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-30 01:22:41 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-30 01:28:03 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-30 01:32:45 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-30 01:38:07 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-30 01:42:37 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-30 01:48:34 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-30 01:50:37 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 01:52:12 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-30 01:59:32 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-30 02:04:55 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-30 02:09:42 +0100;9;regular;""
Münsterplatz , Ulm;2019-11-30 02:19:44 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-30 02:22:36 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-30 02:28:18 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-30 02:34:28 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-30 02:38:41 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-30 02:44:04 +0100;8;regular;""
Münsterplatz , Ulm;2019-11-30 02:47:01 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 02:51:31 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 02:58:16 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 03:08:24 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 03:24:50 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-30 03:34:31 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-30 03:40:17 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 03:49:55 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-30 03:54:36 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-30 03:59:33 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-30 04:04:11 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-30 04:14:40 +0100;7;regular;""
Münsterplatz , Ulm;2019-11-30 04:19:47 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-30 04:22:04 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-30 04:27:57 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-30 04:32:24 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-30 04:39:59 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-30 04:44:47 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-30 04:47:18 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-30 04:51:43 +0100;2;regular;""
Münsterplatz , Ulm;2019-11-30 04:59:31 +0100;4;regular;""
Münsterplatz , Ulm;2019-11-30 05:04:18 +0100;3;regular;""
Münsterplatz , Ulm;2019-11-30 05:08:59 +0100;6;regular;""
Münsterplatz , Ulm;2019-11-30 05:13:08 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 05:14:57 +0100;9;regular;""
Münsterplatz , Ulm;2019-11-30 05:18:12 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 05:24:02 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 05:26:35 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 05:33:54 +0100;18;regular;""
Münsterplatz , Ulm;2019-11-30 05:39:42 +0100;5;regular;""
Münsterplatz , Ulm;2019-11-30 05:43:20 +0100;1;regular;""
Münsterplatz , Ulm;2019-11-30 05:45:07 +0100;1;regular;""
