location;time_of_measurement;counted_pedestrians;type;incidents
Münsterplatz , Ulm;2019-12-19 15:59:14 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-19 15:59:57 +0100;197;regular;""
Münsterplatz , Ulm;2019-12-19 16:04:46 +0100;13;regular;""
Münsterplatz , Ulm;2019-12-19 16:04:58 +0100;170;regular;""
Münsterplatz , Ulm;2019-12-19 16:09:50 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-19 16:09:54 +0100;152;regular;""
Münsterplatz , Ulm;2019-12-19 16:14:50 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-19 16:14:58 +0100;199;regular;""
Münsterplatz , Ulm;2019-12-19 16:19:05 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-19 16:19:56 +0100;189;regular;""
Münsterplatz , Ulm;2019-12-19 16:24:20 +0100;9;regular;""
Münsterplatz , Ulm;2019-12-19 16:24:59 +0100;196;regular;""
Münsterplatz , Ulm;2019-12-19 16:28:21 +0100;8;regular;""
Münsterplatz , Ulm;2019-12-19 16:29:59 +0100;254;regular;""
Münsterplatz , Ulm;2019-12-19 16:34:39 +0100;12;regular;""
Münsterplatz , Ulm;2019-12-19 16:34:56 +0100;231;regular;""
Münsterplatz , Ulm;2019-12-19 16:39:59 +0100;200;regular;""
Münsterplatz , Ulm;2019-12-19 16:39:59 +0100;8;regular;""
Münsterplatz , Ulm;2019-12-19 16:44:23 +0100;11;regular;""
Münsterplatz , Ulm;2019-12-19 16:44:59 +0100;230;regular;""
Münsterplatz , Ulm;2019-12-19 16:49:41 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-19 16:49:59 +0100;204;regular;""
Münsterplatz , Ulm;2019-12-19 16:54:32 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-19 16:54:53 +0100;243;regular;""
Münsterplatz , Ulm;2019-12-19 16:58:16 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-19 16:59:59 +0100;231;regular;""
Münsterplatz , Ulm;2019-12-19 17:04:00 +0100;9;regular;""
Münsterplatz , Ulm;2019-12-19 17:04:59 +0100;219;regular;""
Münsterplatz , Ulm;2019-12-19 17:09:53 +0100;24;regular;""
Münsterplatz , Ulm;2019-12-19 17:09:57 +0100;242;regular;""
Münsterplatz , Ulm;2019-12-19 17:14:14 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-19 17:14:57 +0100;226;regular;""
Münsterplatz , Ulm;2019-12-19 17:18:52 +0100;12;regular;""
Münsterplatz , Ulm;2019-12-19 17:19:59 +0100;246;regular;""
Münsterplatz , Ulm;2019-12-19 17:24:18 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-19 17:24:59 +0100;207;regular;""
Münsterplatz , Ulm;2019-12-19 17:26:55 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-19 17:29:58 +0100;175;regular;""
Münsterplatz , Ulm;2019-12-19 17:33:28 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-19 17:34:53 +0100;204;regular;""
Münsterplatz , Ulm;2019-12-19 17:39:48 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-19 17:39:57 +0100;241;regular;""
Münsterplatz , Ulm;2019-12-19 17:44:52 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-19 17:44:59 +0100;254;regular;""
Münsterplatz , Ulm;2019-12-19 17:49:53 +0100;9;regular;""
Münsterplatz , Ulm;2019-12-19 17:49:54 +0100;232;regular;""
Münsterplatz , Ulm;2019-12-19 17:54:35 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-19 17:54:53 +0100;169;regular;""
Münsterplatz , Ulm;2019-12-19 17:58:53 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-19 17:59:59 +0100;227;regular;""
Münsterplatz , Ulm;2019-12-19 18:03:50 +0100;8;regular;""
Münsterplatz , Ulm;2019-12-19 18:04:59 +0100;205;regular;""
Münsterplatz , Ulm;2019-12-19 18:09:48 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-19 18:09:57 +0100;218;regular;""
Münsterplatz , Ulm;2019-12-19 18:14:32 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-19 18:14:58 +0100;196;regular;""
Münsterplatz , Ulm;2019-12-19 18:19:47 +0100;9;regular;""
Münsterplatz , Ulm;2019-12-19 18:19:50 +0100;201;regular;""
Münsterplatz , Ulm;2019-12-19 18:24:28 +0100;9;regular;""
Münsterplatz , Ulm;2019-12-19 18:24:58 +0100;246;regular;""
Münsterplatz , Ulm;2019-12-19 18:29:44 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-19 18:29:59 +0100;245;regular;""
Münsterplatz , Ulm;2019-12-19 18:34:54 +0100;9;regular;""
Münsterplatz , Ulm;2019-12-19 18:34:59 +0100;242;regular;""
Münsterplatz , Ulm;2019-12-19 18:39:52 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-19 18:39:59 +0100;257;regular;""
Münsterplatz , Ulm;2019-12-19 18:44:36 +0100;11;regular;""
Münsterplatz , Ulm;2019-12-19 18:44:59 +0100;218;regular;""
Münsterplatz , Ulm;2019-12-19 18:49:48 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-19 18:49:57 +0100;183;regular;""
Münsterplatz , Ulm;2019-12-19 18:54:44 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-19 18:54:59 +0100;214;regular;""
Münsterplatz , Ulm;2019-12-19 18:59:29 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-19 18:59:54 +0100;222;regular;""
Münsterplatz , Ulm;2019-12-19 19:02:20 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-19 19:04:59 +0100;178;regular;""
Münsterplatz , Ulm;2019-12-19 19:09:49 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-19 19:09:58 +0100;188;regular;""
Münsterplatz , Ulm;2019-12-19 19:13:30 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-19 19:14:57 +0100;177;regular;""
Münsterplatz , Ulm;2019-12-19 19:19:44 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-19 19:19:59 +0100;172;regular;""
Münsterplatz , Ulm;2019-12-19 19:22:54 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-19 19:24:58 +0100;216;regular;""
Münsterplatz , Ulm;2019-12-19 19:29:51 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-19 19:29:57 +0100;161;regular;""
Münsterplatz , Ulm;2019-12-19 19:34:45 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-19 19:34:59 +0100;144;regular;""
Münsterplatz , Ulm;2019-12-19 19:38:49 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-19 19:39:57 +0100;152;regular;""
Münsterplatz , Ulm;2019-12-19 19:42:04 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-19 19:44:59 +0100;123;regular;""
Münsterplatz , Ulm;2019-12-19 19:49:20 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-19 19:49:56 +0100;165;regular;""
Münsterplatz , Ulm;2019-12-19 19:53:14 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-19 19:54:56 +0100;107;regular;""
Münsterplatz , Ulm;2019-12-19 19:59:50 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-19 19:59:51 +0100;140;regular;""
Münsterplatz , Ulm;2019-12-19 20:04:15 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-19 20:04:59 +0100;149;regular;""
Münsterplatz , Ulm;2019-12-19 20:09:39 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-19 20:09:58 +0100;108;regular;""
Münsterplatz , Ulm;2019-12-19 20:14:07 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-19 20:14:59 +0100;136;regular;""
Münsterplatz , Ulm;2019-12-19 20:17:21 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-19 20:19:59 +0100;119;regular;""
Münsterplatz , Ulm;2019-12-19 20:20:54 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-19 20:24:57 +0100;111;regular;""
Münsterplatz , Ulm;2019-12-19 20:29:54 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-19 20:29:59 +0100;96;regular;""
Münsterplatz , Ulm;2019-12-19 20:33:50 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-19 20:34:57 +0100;196;regular;""
Münsterplatz , Ulm;2019-12-19 20:39:19 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-19 20:39:54 +0100;200;regular;""
Münsterplatz , Ulm;2019-12-19 20:41:49 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-19 20:44:53 +0100;86;regular;""
Münsterplatz , Ulm;2019-12-19 20:49:53 +0100;91;regular;""
Münsterplatz , Ulm;2019-12-19 20:54:28 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-19 20:54:49 +0100;69;regular;""
Münsterplatz , Ulm;2019-12-19 20:58:23 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-19 20:59:58 +0100;64;regular;""
Münsterplatz , Ulm;2019-12-19 21:02:47 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-19 21:04:46 +0100;65;regular;""
Münsterplatz , Ulm;2019-12-19 21:09:49 +0100;37;regular;""
Münsterplatz , Ulm;2019-12-19 21:14:53 +0100;32;regular;""
Münsterplatz , Ulm;2019-12-19 21:19:54 +0100;22;regular;""
Münsterplatz , Ulm;2019-12-19 21:24:42 +0100;52;regular;""
Münsterplatz , Ulm;2019-12-19 21:26:47 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-19 21:29:27 +0100;36;regular;""
Münsterplatz , Ulm;2019-12-19 21:30:58 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-19 21:34:33 +0100;19;regular;""
Münsterplatz , Ulm;2019-12-19 21:38:51 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-19 21:39:57 +0100;33;regular;""
Münsterplatz , Ulm;2019-12-19 21:44:29 +0100;42;regular;""
Münsterplatz , Ulm;2019-12-19 21:49:53 +0100;18;regular;""
Münsterplatz , Ulm;2019-12-19 21:54:36 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-19 21:59:39 +0100;20;regular;""
Münsterplatz , Ulm;2019-12-19 22:04:59 +0100;14;regular;""
Münsterplatz , Ulm;2019-12-19 22:09:35 +0100;18;regular;""
Münsterplatz , Ulm;2019-12-19 22:12:33 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-19 22:14:46 +0100;32;regular;""
Münsterplatz , Ulm;2019-12-19 22:18:20 +0100;19;regular;""
Münsterplatz , Ulm;2019-12-19 22:24:57 +0100;26;regular;""
Münsterplatz , Ulm;2019-12-19 22:29:32 +0100;20;regular;""
Münsterplatz , Ulm;2019-12-19 22:34:34 +0100;18;regular;""
Münsterplatz , Ulm;2019-12-19 22:37:15 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-19 22:37:35 +0100;18;regular;""
Münsterplatz , Ulm;2019-12-19 22:44:56 +0100;20;regular;""
Münsterplatz , Ulm;2019-12-19 22:49:36 +0100;22;regular;""
Münsterplatz , Ulm;2019-12-19 22:54:59 +0100;19;regular;""
Münsterplatz , Ulm;2019-12-19 22:59:45 +0100;20;regular;""
Münsterplatz , Ulm;2019-12-19 23:04:42 +0100;15;regular;""
Münsterplatz , Ulm;2019-12-19 23:09:53 +0100;14;regular;""
Münsterplatz , Ulm;2019-12-19 23:14:35 +0100;14;regular;""
Münsterplatz , Ulm;2019-12-19 23:19:59 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-19 23:24:21 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-19 23:29:11 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-19 23:33:02 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-19 23:33:03 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-19 23:38:46 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-19 23:49:38 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-19 23:52:03 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-19 23:56:05 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 00:02:46 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 00:08:51 +0100;8;regular;""
Münsterplatz , Ulm;2019-12-20 00:18:59 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-20 00:20:17 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 00:24:24 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-20 00:27:08 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 00:31:18 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 00:39:11 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 00:44:53 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-20 00:49:11 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 00:52:54 +0100;11;regular;""
Münsterplatz , Ulm;2019-12-20 00:58:34 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 00:58:35 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 01:04:30 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 01:08:49 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-20 01:14:30 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 01:15:06 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 01:23:37 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 01:23:37 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 01:26:44 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 01:32:57 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-20 01:36:46 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-20 01:47:08 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 01:54:59 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 01:57:50 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 02:04:22 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 02:05:26 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 02:17:42 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 02:20:30 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 02:28:43 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 02:39:37 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 02:46:44 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 02:55:22 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 02:59:10 +0100;8;regular;""
Münsterplatz , Ulm;2019-12-20 03:04:08 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 03:09:14 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 03:19:54 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 03:24:59 +0100;14;regular;""
Münsterplatz , Ulm;2019-12-20 03:28:00 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 03:34:48 +0100;8;regular;""
Münsterplatz , Ulm;2019-12-20 03:44:48 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 03:58:16 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 04:03:29 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 04:14:49 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 04:14:52 +0100;22;regular;""
Münsterplatz , Ulm;2019-12-20 04:15:12 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 04:19:59 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-20 04:21:44 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 04:33:07 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 04:43:46 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 04:49:02 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 04:51:51 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 04:57:03 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 05:03:16 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 05:19:12 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 05:32:41 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 05:42:53 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 05:52:21 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 05:59:56 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 06:03:40 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 06:07:25 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-20 06:08:48 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 06:13:33 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 06:19:50 +0100;8;regular;""
Münsterplatz , Ulm;2019-12-20 06:24:27 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-20 06:25:47 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 06:34:59 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 06:37:37 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 06:44:52 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-20 06:49:47 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-20 06:54:45 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-20 06:58:56 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-20 07:04:32 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-20 07:07:30 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 07:09:07 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-20 07:14:14 +0100;11;regular;""
Münsterplatz , Ulm;2019-12-20 07:19:40 +0100;27;regular;""
Münsterplatz , Ulm;2019-12-20 07:24:49 +0100;23;regular;""
Münsterplatz , Ulm;2019-12-20 07:24:51 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 07:29:33 +0100;29;regular;""
Münsterplatz , Ulm;2019-12-20 07:34:48 +0100;33;regular;""
Münsterplatz , Ulm;2019-12-20 07:39:42 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 07:39:53 +0100;32;regular;""
Münsterplatz , Ulm;2019-12-20 07:43:41 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 07:44:35 +0100;34;regular;""
Münsterplatz , Ulm;2019-12-20 07:49:54 +0100;30;regular;""
Münsterplatz , Ulm;2019-12-20 07:50:01 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 07:54:50 +0100;36;regular;""
Münsterplatz , Ulm;2019-12-20 07:56:27 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 07:59:59 +0100;27;regular;""
Münsterplatz , Ulm;2019-12-20 08:04:13 +0100;27;regular;""
Münsterplatz , Ulm;2019-12-20 08:09:48 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 08:09:52 +0100;58;regular;""
Münsterplatz , Ulm;2019-12-20 08:11:03 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 08:14:44 +0100;43;regular;""
Münsterplatz , Ulm;2019-12-20 08:15:47 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 08:19:31 +0100;30;regular;""
Münsterplatz , Ulm;2019-12-20 08:24:51 +0100;16;regular;""
Münsterplatz , Ulm;2019-12-20 08:29:57 +0100;37;regular;""
Münsterplatz , Ulm;2019-12-20 08:34:44 +0100;43;regular;""
Münsterplatz , Ulm;2019-12-20 08:36:09 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 08:39:29 +0100;77;regular;""
Münsterplatz , Ulm;2019-12-20 08:42:57 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 08:44:55 +0100;28;regular;""
Münsterplatz , Ulm;2019-12-20 08:49:31 +0100;45;regular;""
Münsterplatz , Ulm;2019-12-20 08:53:21 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 08:54:59 +0100;55;regular;""
Münsterplatz , Ulm;2019-12-20 08:57:56 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 08:59:51 +0100;54;regular;""
Münsterplatz , Ulm;2019-12-20 09:04:19 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 09:04:55 +0100;54;regular;""
Münsterplatz , Ulm;2019-12-20 09:08:52 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 09:09:53 +0100;61;regular;""
Münsterplatz , Ulm;2019-12-20 09:14:49 +0100;48;regular;""
Münsterplatz , Ulm;2019-12-20 09:15:20 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 09:19:56 +0100;72;regular;""
Münsterplatz , Ulm;2019-12-20 09:24:48 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 09:24:49 +0100;64;regular;""
Münsterplatz , Ulm;2019-12-20 09:28:29 +0100;14;regular;""
Münsterplatz , Ulm;2019-12-20 09:29:59 +0100;133;regular;""
Münsterplatz , Ulm;2019-12-20 09:33:44 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 09:34:59 +0100;92;regular;""
Münsterplatz , Ulm;2019-12-20 09:37:34 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 09:39:58 +0100;68;regular;""
Münsterplatz , Ulm;2019-12-20 09:43:19 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 09:44:53 +0100;74;regular;""
Münsterplatz , Ulm;2019-12-20 09:48:34 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 09:49:57 +0100;138;regular;""
Münsterplatz , Ulm;2019-12-20 09:53:09 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 09:54:51 +0100;109;regular;""
Münsterplatz , Ulm;2019-12-20 09:59:54 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-20 09:59:55 +0100;106;regular;""
Münsterplatz , Ulm;2019-12-20 10:04:31 +0100;8;regular;""
Münsterplatz , Ulm;2019-12-20 10:04:58 +0100;84;regular;""
Münsterplatz , Ulm;2019-12-20 10:09:51 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-20 10:09:57 +0100;100;regular;""
Münsterplatz , Ulm;2019-12-20 10:12:02 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 10:14:56 +0100;107;regular;""
Münsterplatz , Ulm;2019-12-20 10:19:49 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-20 10:19:57 +0100;112;regular;""
Münsterplatz , Ulm;2019-12-20 10:24:52 +0100;20;regular;""
Münsterplatz , Ulm;2019-12-20 10:24:58 +0100;134;regular;""
Münsterplatz , Ulm;2019-12-20 10:29:35 +0100;11;regular;""
Münsterplatz , Ulm;2019-12-20 10:29:55 +0100;116;regular;""
Münsterplatz , Ulm;2019-12-20 10:33:02 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 10:34:52 +0100;116;regular;""
Münsterplatz , Ulm;2019-12-20 10:39:56 +0100;8;regular;""
Münsterplatz , Ulm;2019-12-20 10:39:57 +0100;106;regular;""
Münsterplatz , Ulm;2019-12-20 10:44:54 +0100;8;regular;""
Münsterplatz , Ulm;2019-12-20 10:44:55 +0100;138;regular;""
Münsterplatz , Ulm;2019-12-20 10:49:47 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 10:49:57 +0100;122;regular;""
Münsterplatz , Ulm;2019-12-20 10:54:38 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-20 10:54:58 +0100;114;regular;""
Münsterplatz , Ulm;2019-12-20 10:58:04 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 10:59:59 +0100;128;regular;""
Münsterplatz , Ulm;2019-12-20 11:04:22 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 11:04:59 +0100;151;regular;""
Münsterplatz , Ulm;2019-12-20 11:09:44 +0100;22;regular;""
Münsterplatz , Ulm;2019-12-20 11:09:57 +0100;144;regular;""
Münsterplatz , Ulm;2019-12-20 11:14:16 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-20 11:14:59 +0100;185;regular;""
Münsterplatz , Ulm;2019-12-20 11:19:35 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-20 11:19:58 +0100;210;regular;""
Münsterplatz , Ulm;2019-12-20 11:24:27 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-20 11:24:59 +0100;194;regular;""
Münsterplatz , Ulm;2019-12-20 11:29:59 +0100;221;regular;""
Münsterplatz , Ulm;2019-12-20 11:29:59 +0100;10;regular;""
Münsterplatz , Ulm;2019-12-20 11:31:40 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 11:34:57 +0100;173;regular;""
Münsterplatz , Ulm;2019-12-20 11:39:54 +0100;7;regular;""
Münsterplatz , Ulm;2019-12-20 11:39:58 +0100;229;regular;""
Münsterplatz , Ulm;2019-12-20 11:44:54 +0100;172;regular;""
Münsterplatz , Ulm;2019-12-20 11:44:59 +0100;9;regular;""
Münsterplatz , Ulm;2019-12-20 11:49:06 +0100;17;regular;""
Münsterplatz , Ulm;2019-12-20 11:49:59 +0100;209;regular;""
Münsterplatz , Ulm;2019-12-20 11:54:34 +0100;11;regular;""
Münsterplatz , Ulm;2019-12-20 11:54:57 +0100;212;regular;""
Münsterplatz , Ulm;2019-12-20 11:58:51 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-20 11:59:59 +0100;191;regular;""
Münsterplatz , Ulm;2019-12-20 12:04:12 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-20 12:04:51 +0100;202;regular;""
Münsterplatz , Ulm;2019-12-20 12:09:55 +0100;13;regular;""
Münsterplatz , Ulm;2019-12-20 12:09:59 +0100;216;regular;""
Münsterplatz , Ulm;2019-12-20 12:14:27 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-20 12:14:58 +0100;221;regular;""
Münsterplatz , Ulm;2019-12-20 12:19:51 +0100;9;regular;""
Münsterplatz , Ulm;2019-12-20 12:19:59 +0100;224;regular;""
Münsterplatz , Ulm;2019-12-20 12:22:54 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-20 12:24:57 +0100;222;regular;""
Münsterplatz , Ulm;2019-12-20 12:29:28 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 12:29:59 +0100;238;regular;""
Münsterplatz , Ulm;2019-12-20 12:34:49 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 12:34:59 +0100;200;regular;""
Münsterplatz , Ulm;2019-12-20 12:39:29 +0100;2;regular;""
Münsterplatz , Ulm;2019-12-20 12:39:59 +0100;171;regular;""
Münsterplatz , Ulm;2019-12-20 12:44:32 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-20 12:44:59 +0100;222;regular;""
Münsterplatz , Ulm;2019-12-20 12:49:19 +0100;14;regular;""
Münsterplatz , Ulm;2019-12-20 12:49:59 +0100;226;regular;""
Münsterplatz , Ulm;2019-12-20 12:54:42 +0100;11;regular;""
Münsterplatz , Ulm;2019-12-20 12:54:59 +0100;217;regular;""
Münsterplatz , Ulm;2019-12-20 12:59:56 +0100;13;regular;""
Münsterplatz , Ulm;2019-12-20 12:59:59 +0100;199;regular;""
Münsterplatz , Ulm;2019-12-20 13:03:25 +0100;3;regular;""
Münsterplatz , Ulm;2019-12-20 13:04:56 +0100;174;regular;""
Münsterplatz , Ulm;2019-12-20 13:08:54 +0100;4;regular;""
Münsterplatz , Ulm;2019-12-20 13:09:58 +0100;205;regular;""
Münsterplatz , Ulm;2019-12-20 13:12:31 +0100;5;regular;""
Münsterplatz , Ulm;2019-12-20 13:14:57 +0100;204;regular;""
Münsterplatz , Ulm;2019-12-20 13:16:07 +0100;1;regular;""
Münsterplatz , Ulm;2019-12-20 13:19:57 +0100;188;regular;""
Münsterplatz , Ulm;2019-12-20 13:24:00 +0100;6;regular;""
Münsterplatz , Ulm;2019-12-20 13:24:59 +0100;186;regular;""
