location;time_of_measurement;counted_pedestrians;type;incidents
Münsterplatz , Ulm;2020-03-04 00:20:24 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 00:29:03 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 00:36:59 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 00:52:22 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 01:06:53 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 01:19:50 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 01:32:03 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 02:18:04 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 02:29:22 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 02:36:26 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 02:59:29 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 03:08:33 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 03:10:54 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 03:11:19 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 03:19:44 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 03:59:53 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-04 04:14:05 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 04:39:06 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 04:44:44 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 04:47:11 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 04:53:46 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 04:56:38 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 05:04:12 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 05:06:09 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 05:16:53 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 05:23:45 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 05:25:33 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 05:30:36 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 05:39:57 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 05:40:27 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 05:47:12 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 05:53:26 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 05:58:50 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 06:03:41 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 06:03:43 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 06:07:58 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 06:14:53 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 06:19:58 +0100;17;regular;""
Münsterplatz , Ulm;2020-03-04 06:29:21 +0100;12;regular;""
Münsterplatz , Ulm;2020-03-04 06:34:30 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-04 06:39:19 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-04 06:41:53 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 06:48:31 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 06:54:59 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-04 06:59:44 +0100;14;regular;""
Münsterplatz , Ulm;2020-03-04 07:04:58 +0100;10;regular;""
Münsterplatz , Ulm;2020-03-04 07:08:07 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 07:09:48 +0100;17;regular;""
Münsterplatz , Ulm;2020-03-04 07:14:51 +0100;21;regular;""
Münsterplatz , Ulm;2020-03-04 07:19:58 +0100;26;regular;""
Münsterplatz , Ulm;2020-03-04 07:24:26 +0100;35;regular;""
Münsterplatz , Ulm;2020-03-04 07:29:46 +0100;38;regular;""
Münsterplatz , Ulm;2020-03-04 07:34:45 +0100;34;regular;""
Münsterplatz , Ulm;2020-03-04 07:39:46 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 07:39:49 +0100;37;regular;""
Münsterplatz , Ulm;2020-03-04 07:44:50 +0100;47;regular;""
Münsterplatz , Ulm;2020-03-04 07:46:26 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 07:49:46 +0100;69;regular;""
Münsterplatz , Ulm;2020-03-04 07:54:41 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 07:54:51 +0100;56;regular;""
Münsterplatz , Ulm;2020-03-04 07:59:57 +0100;32;regular;""
Münsterplatz , Ulm;2020-03-04 08:00:29 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 08:04:55 +0100;59;regular;""
Münsterplatz , Ulm;2020-03-04 08:08:01 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 08:09:54 +0100;57;regular;""
Münsterplatz , Ulm;2020-03-04 08:10:12 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 08:14:50 +0100;41;regular;""
Münsterplatz , Ulm;2020-03-04 08:18:47 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 08:19:41 +0100;54;regular;""
Münsterplatz , Ulm;2020-03-04 08:24:59 +0100;51;regular;""
Münsterplatz , Ulm;2020-03-04 08:25:04 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 08:29:55 +0100;69;regular;""
Münsterplatz , Ulm;2020-03-04 08:34:04 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 08:34:42 +0100;65;regular;""
Münsterplatz , Ulm;2020-03-04 08:39:00 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 08:39:59 +0100;64;regular;""
Münsterplatz , Ulm;2020-03-04 08:44:37 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 08:44:58 +0100;91;regular;""
Münsterplatz , Ulm;2020-03-04 08:47:55 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 08:49:57 +0100;80;regular;""
Münsterplatz , Ulm;2020-03-04 08:54:30 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-04 08:54:57 +0100;82;regular;""
Münsterplatz , Ulm;2020-03-04 08:59:26 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 08:59:57 +0100;79;regular;""
Münsterplatz , Ulm;2020-03-04 09:01:12 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 09:04:50 +0100;60;regular;""
Münsterplatz , Ulm;2020-03-04 09:09:01 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 09:09:59 +0100;72;regular;""
Münsterplatz , Ulm;2020-03-04 09:14:56 +0100;94;regular;""
Münsterplatz , Ulm;2020-03-04 09:14:56 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 09:19:57 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 09:19:59 +0100;99;regular;""
Münsterplatz , Ulm;2020-03-04 09:23:22 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 09:24:52 +0100;61;regular;""
Münsterplatz , Ulm;2020-03-04 09:29:59 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 09:29:59 +0100;90;regular;""
Münsterplatz , Ulm;2020-03-04 09:34:18 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 09:34:49 +0100;91;regular;""
Münsterplatz , Ulm;2020-03-04 09:39:58 +0100;92;regular;""
Münsterplatz , Ulm;2020-03-04 09:39:59 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 09:44:38 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-04 09:44:58 +0100;105;regular;""
Münsterplatz , Ulm;2020-03-04 09:48:52 +0100;11;regular;""
Münsterplatz , Ulm;2020-03-04 09:49:58 +0100;112;regular;""
Münsterplatz , Ulm;2020-03-04 09:54:50 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 09:54:57 +0100;114;regular;""
Münsterplatz , Ulm;2020-03-04 09:59:09 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 09:59:58 +0100;104;regular;""
Münsterplatz , Ulm;2020-03-04 10:04:22 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 10:04:57 +0100;87;regular;""
Münsterplatz , Ulm;2020-03-04 10:09:07 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 10:09:56 +0100;114;regular;""
Münsterplatz , Ulm;2020-03-04 10:14:18 +0100;12;regular;""
Münsterplatz , Ulm;2020-03-04 10:14:58 +0100;110;regular;""
Münsterplatz , Ulm;2020-03-04 10:19:25 +0100;18;regular;""
Münsterplatz , Ulm;2020-03-04 10:19:59 +0100;150;regular;""
Münsterplatz , Ulm;2020-03-04 10:24:21 +0100;13;regular;""
Münsterplatz , Ulm;2020-03-04 10:24:58 +0100;132;regular;""
Münsterplatz , Ulm;2020-03-04 10:29:24 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 10:29:53 +0100;134;regular;""
Münsterplatz , Ulm;2020-03-04 10:34:27 +0100;16;regular;""
Münsterplatz , Ulm;2020-03-04 10:34:58 +0100;128;regular;""
Münsterplatz , Ulm;2020-03-04 10:39:54 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 10:39:58 +0100;133;regular;""
Münsterplatz , Ulm;2020-03-04 10:44:39 +0100;12;regular;""
Münsterplatz , Ulm;2020-03-04 10:44:54 +0100;144;regular;""
Münsterplatz , Ulm;2020-03-04 10:48:18 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 10:49:57 +0100;126;regular;""
Münsterplatz , Ulm;2020-03-04 10:54:00 +0100;10;regular;""
Münsterplatz , Ulm;2020-03-04 10:54:58 +0100;153;regular;""
Münsterplatz , Ulm;2020-03-04 10:59:26 +0100;18;regular;""
Münsterplatz , Ulm;2020-03-04 10:59:58 +0100;161;regular;""
Münsterplatz , Ulm;2020-03-04 11:03:26 +0100;11;regular;""
Münsterplatz , Ulm;2020-03-04 11:04:53 +0100;144;regular;""
Münsterplatz , Ulm;2020-03-04 11:09:51 +0100;11;regular;""
Münsterplatz , Ulm;2020-03-04 11:09:58 +0100;133;regular;""
Münsterplatz , Ulm;2020-03-04 11:12:24 +0100;11;regular;""
Münsterplatz , Ulm;2020-03-04 11:14:59 +0100;149;regular;""
Münsterplatz , Ulm;2020-03-04 11:19:00 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 11:19:59 +0100;138;regular;""
Münsterplatz , Ulm;2020-03-04 11:24:42 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-04 11:24:58 +0100;163;regular;""
Münsterplatz , Ulm;2020-03-04 11:29:59 +0100;135;regular;""
Münsterplatz , Ulm;2020-03-04 11:29:59 +0100;10;regular;""
Münsterplatz , Ulm;2020-03-04 11:34:08 +0100;11;regular;""
Münsterplatz , Ulm;2020-03-04 11:34:57 +0100;144;regular;""
Münsterplatz , Ulm;2020-03-04 11:38:12 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 11:39:54 +0100;132;regular;""
Münsterplatz , Ulm;2020-03-04 11:44:59 +0100;141;regular;""
Münsterplatz , Ulm;2020-03-04 11:44:59 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-04 11:49:20 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 11:49:59 +0100;163;regular;""
Münsterplatz , Ulm;2020-03-04 11:54:48 +0100;13;regular;""
Münsterplatz , Ulm;2020-03-04 11:54:55 +0100;164;regular;""
Münsterplatz , Ulm;2020-03-04 11:55:45 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 11:59:58 +0100;139;regular;""
Münsterplatz , Ulm;2020-03-04 12:04:03 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 12:04:57 +0100;140;regular;""
Münsterplatz , Ulm;2020-03-04 12:08:06 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 12:09:59 +0100;166;regular;""
Münsterplatz , Ulm;2020-03-04 12:14:00 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 12:14:58 +0100;188;regular;""
Münsterplatz , Ulm;2020-03-04 12:19:56 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 12:19:59 +0100;221;regular;""
Münsterplatz , Ulm;2020-03-04 12:24:47 +0100;12;regular;""
Münsterplatz , Ulm;2020-03-04 12:24:58 +0100;238;regular;""
Münsterplatz , Ulm;2020-03-04 12:29:02 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 12:29:59 +0100;198;regular;""
Münsterplatz , Ulm;2020-03-04 12:33:58 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-04 12:34:59 +0100;169;regular;""
Münsterplatz , Ulm;2020-03-04 12:39:38 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-04 12:39:52 +0100;189;regular;""
Münsterplatz , Ulm;2020-03-04 12:44:07 +0100;11;regular;""
Münsterplatz , Ulm;2020-03-04 12:44:51 +0100;203;regular;""
Münsterplatz , Ulm;2020-03-04 12:48:49 +0100;14;regular;""
Münsterplatz , Ulm;2020-03-04 12:49:58 +0100;206;regular;""
Münsterplatz , Ulm;2020-03-04 12:54:04 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 12:54:59 +0100;189;regular;""
Münsterplatz , Ulm;2020-03-04 12:59:14 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 12:59:58 +0100;178;regular;""
Münsterplatz , Ulm;2020-03-04 13:02:49 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 13:04:59 +0100;246;regular;""
Münsterplatz , Ulm;2020-03-04 13:09:57 +0100;10;regular;""
Münsterplatz , Ulm;2020-03-04 13:09:58 +0100;172;regular;""
Münsterplatz , Ulm;2020-03-04 13:14:37 +0100;14;regular;""
Münsterplatz , Ulm;2020-03-04 13:14:55 +0100;191;regular;""
Münsterplatz , Ulm;2020-03-04 13:18:38 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 13:19:56 +0100;150;regular;""
Münsterplatz , Ulm;2020-03-04 13:23:03 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 13:24:57 +0100;145;regular;""
Münsterplatz , Ulm;2020-03-04 13:28:34 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 13:29:56 +0100;126;regular;""
Münsterplatz , Ulm;2020-03-04 13:34:54 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-04 13:34:57 +0100;153;regular;""
Münsterplatz , Ulm;2020-03-04 13:39:39 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-04 13:39:52 +0100;98;regular;""
Münsterplatz , Ulm;2020-03-04 13:44:57 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 13:44:59 +0100;112;regular;""
Münsterplatz , Ulm;2020-03-04 13:49:37 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 13:49:55 +0100;112;regular;""
Münsterplatz , Ulm;2020-03-04 13:52:41 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 13:54:53 +0100;96;regular;""
Münsterplatz , Ulm;2020-03-04 13:58:39 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 13:59:54 +0100;80;regular;""
Münsterplatz , Ulm;2020-03-04 14:04:42 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 14:04:58 +0100;110;regular;""
Münsterplatz , Ulm;2020-03-04 14:09:09 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 14:09:54 +0100;87;regular;""
Münsterplatz , Ulm;2020-03-04 14:13:51 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 14:14:58 +0100;98;regular;""
Münsterplatz , Ulm;2020-03-04 14:19:54 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 14:19:57 +0100;106;regular;""
Münsterplatz , Ulm;2020-03-04 14:22:49 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 14:24:59 +0100;80;regular;""
Münsterplatz , Ulm;2020-03-04 14:29:43 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 14:29:59 +0100;73;regular;""
Münsterplatz , Ulm;2020-03-04 14:33:03 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 14:34:58 +0100;91;regular;""
Münsterplatz , Ulm;2020-03-04 14:39:24 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 14:39:58 +0100;79;regular;""
Münsterplatz , Ulm;2020-03-04 14:44:55 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 14:44:56 +0100;91;regular;""
Münsterplatz , Ulm;2020-03-04 14:48:51 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-04 14:49:59 +0100;75;regular;""
Münsterplatz , Ulm;2020-03-04 14:52:21 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 14:54:59 +0100;105;regular;""
Münsterplatz , Ulm;2020-03-04 14:57:13 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 14:59:49 +0100;62;regular;""
Münsterplatz , Ulm;2020-03-04 15:04:47 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 15:04:55 +0100;71;regular;""
Münsterplatz , Ulm;2020-03-04 15:09:59 +0100;81;regular;""
Münsterplatz , Ulm;2020-03-04 15:14:58 +0100;69;regular;""
Münsterplatz , Ulm;2020-03-04 15:17:20 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 15:19:57 +0100;76;regular;""
Münsterplatz , Ulm;2020-03-04 15:22:54 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 15:24:53 +0100;85;regular;""
Münsterplatz , Ulm;2020-03-04 15:28:12 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 15:29:55 +0100;89;regular;""
Münsterplatz , Ulm;2020-03-04 15:34:53 +0100;107;regular;""
Münsterplatz , Ulm;2020-03-04 15:34:53 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-04 15:39:41 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 15:39:53 +0100;82;regular;""
Münsterplatz , Ulm;2020-03-04 15:43:10 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 15:44:57 +0100;89;regular;""
Münsterplatz , Ulm;2020-03-04 15:48:49 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 15:49:55 +0100;77;regular;""
Münsterplatz , Ulm;2020-03-04 15:54:45 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 15:54:57 +0100;102;regular;""
Münsterplatz , Ulm;2020-03-04 15:59:55 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 15:59:58 +0100;92;regular;""
Münsterplatz , Ulm;2020-03-04 16:04:58 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 16:04:59 +0100;93;regular;""
Münsterplatz , Ulm;2020-03-04 16:08:56 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 16:09:56 +0100;99;regular;""
Münsterplatz , Ulm;2020-03-04 16:10:54 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 16:14:59 +0100;91;regular;""
Münsterplatz , Ulm;2020-03-04 16:18:09 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 16:19:59 +0100;91;regular;""
Münsterplatz , Ulm;2020-03-04 16:24:01 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 16:24:50 +0100;101;regular;""
Münsterplatz , Ulm;2020-03-04 16:28:25 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 16:29:55 +0100;102;regular;""
Münsterplatz , Ulm;2020-03-04 16:34:52 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 16:34:59 +0100;78;regular;""
Münsterplatz , Ulm;2020-03-04 16:37:58 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 16:39:56 +0100;97;regular;""
Münsterplatz , Ulm;2020-03-04 16:44:54 +0100;99;regular;""
Münsterplatz , Ulm;2020-03-04 16:44:54 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 16:48:41 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-04 16:49:55 +0100;105;regular;""
Münsterplatz , Ulm;2020-03-04 16:54:53 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 16:54:58 +0100;102;regular;""
Münsterplatz , Ulm;2020-03-04 16:58:15 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 16:59:59 +0100;74;regular;""
Münsterplatz , Ulm;2020-03-04 17:04:53 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 17:04:59 +0100;88;regular;""
Münsterplatz , Ulm;2020-03-04 17:08:35 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 17:09:59 +0100;71;regular;""
Münsterplatz , Ulm;2020-03-04 17:14:27 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 17:14:42 +0100;106;regular;""
Münsterplatz , Ulm;2020-03-04 17:19:47 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 17:19:58 +0100;105;regular;""
Münsterplatz , Ulm;2020-03-04 17:24:56 +0100;82;regular;""
Münsterplatz , Ulm;2020-03-04 17:24:57 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-04 17:28:07 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 17:29:59 +0100;112;regular;""
Münsterplatz , Ulm;2020-03-04 17:34:13 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-04 17:34:55 +0100;115;regular;""
Münsterplatz , Ulm;2020-03-04 17:39:23 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 17:39:55 +0100;107;regular;""
Münsterplatz , Ulm;2020-03-04 17:43:25 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 17:44:59 +0100;94;regular;""
Münsterplatz , Ulm;2020-03-04 17:49:22 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 17:49:53 +0100;104;regular;""
Münsterplatz , Ulm;2020-03-04 17:50:43 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 17:54:59 +0100;71;regular;""
Münsterplatz , Ulm;2020-03-04 17:58:32 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 17:59:55 +0100;102;regular;""
Münsterplatz , Ulm;2020-03-04 18:03:52 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 18:04:58 +0100;99;regular;""
Münsterplatz , Ulm;2020-03-04 18:09:59 +0100;82;regular;""
Münsterplatz , Ulm;2020-03-04 18:13:35 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 18:14:54 +0100;81;regular;""
Münsterplatz , Ulm;2020-03-04 18:18:19 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 18:19:59 +0100;93;regular;""
Münsterplatz , Ulm;2020-03-04 18:22:39 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 18:24:57 +0100;73;regular;""
Münsterplatz , Ulm;2020-03-04 18:28:33 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 18:29:59 +0100;82;regular;""
Münsterplatz , Ulm;2020-03-04 18:34:04 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 18:34:59 +0100;65;regular;""
Münsterplatz , Ulm;2020-03-04 18:37:24 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 18:39:57 +0100;103;regular;""
Münsterplatz , Ulm;2020-03-04 18:43:17 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 18:44:59 +0100;77;regular;""
Münsterplatz , Ulm;2020-03-04 18:47:26 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 18:49:57 +0100;81;regular;""
Münsterplatz , Ulm;2020-03-04 18:54:58 +0100;65;regular;""
Münsterplatz , Ulm;2020-03-04 18:58:53 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 18:59:55 +0100;91;regular;""
Münsterplatz , Ulm;2020-03-04 19:00:51 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 19:04:54 +0100;79;regular;""
Münsterplatz , Ulm;2020-03-04 19:08:46 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 19:09:57 +0100;62;regular;""
Münsterplatz , Ulm;2020-03-04 19:12:20 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 19:14:52 +0100;70;regular;""
Münsterplatz , Ulm;2020-03-04 19:19:58 +0100;58;regular;""
Münsterplatz , Ulm;2020-03-04 19:24:18 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 19:24:56 +0100;55;regular;""
Münsterplatz , Ulm;2020-03-04 19:28:37 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 19:29:02 +0100;44;regular;""
Münsterplatz , Ulm;2020-03-04 19:33:58 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 19:34:57 +0100;67;regular;""
Münsterplatz , Ulm;2020-03-04 19:38:49 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 19:39:49 +0100;38;regular;""
Münsterplatz , Ulm;2020-03-04 19:44:52 +0100;52;regular;""
Münsterplatz , Ulm;2020-03-04 19:49:57 +0100;34;regular;""
Münsterplatz , Ulm;2020-03-04 19:50:35 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 19:54:52 +0100;41;regular;""
Münsterplatz , Ulm;2020-03-04 19:58:46 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 19:59:58 +0100;52;regular;""
Münsterplatz , Ulm;2020-03-04 20:04:56 +0100;38;regular;""
Münsterplatz , Ulm;2020-03-04 20:06:24 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 20:09:59 +0100;45;regular;""
Münsterplatz , Ulm;2020-03-04 20:13:22 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 20:14:33 +0100;38;regular;""
Münsterplatz , Ulm;2020-03-04 20:19:33 +0100;26;regular;""
Münsterplatz , Ulm;2020-03-04 20:21:01 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 20:24:10 +0100;32;regular;""
Münsterplatz , Ulm;2020-03-04 20:29:52 +0100;37;regular;""
Münsterplatz , Ulm;2020-03-04 20:32:50 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 20:34:49 +0100;39;regular;""
Münsterplatz , Ulm;2020-03-04 20:39:42 +0100;20;regular;""
Münsterplatz , Ulm;2020-03-04 20:42:54 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 20:44:58 +0100;30;regular;""
Münsterplatz , Ulm;2020-03-04 20:49:12 +0100;24;regular;""
Münsterplatz , Ulm;2020-03-04 20:52:27 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 20:54:32 +0100;14;regular;""
Münsterplatz , Ulm;2020-03-04 20:59:50 +0100;20;regular;""
Münsterplatz , Ulm;2020-03-04 21:03:51 +0100;22;regular;""
Münsterplatz , Ulm;2020-03-04 21:06:01 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-04 21:09:22 +0100;24;regular;""
Münsterplatz , Ulm;2020-03-04 21:13:35 +0100;14;regular;""
Münsterplatz , Ulm;2020-03-04 21:19:42 +0100;13;regular;""
Münsterplatz , Ulm;2020-03-04 21:24:52 +0100;10;regular;""
Münsterplatz , Ulm;2020-03-04 21:29:19 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-04 21:34:53 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-04 21:39:41 +0100;10;regular;""
Münsterplatz , Ulm;2020-03-04 21:43:56 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 21:44:40 +0100;21;regular;""
Münsterplatz , Ulm;2020-03-04 21:49:23 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-04 21:51:56 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 21:54:23 +0100;12;regular;""
Münsterplatz , Ulm;2020-03-04 21:59:36 +0100;11;regular;""
Münsterplatz , Ulm;2020-03-04 22:00:02 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-04 22:03:59 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-04 22:06:14 +0100;3;regular;""
