location;time_of_measurement;counted_pedestrians;type;incidents
Münsterplatz , Ulm;2020-03-03 00:55:42 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 01:04:40 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 01:20:43 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 02:00:15 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 02:06:30 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 02:10:33 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 03:09:49 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 03:13:15 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 03:23:04 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 04:11:09 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 04:34:26 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 04:35:29 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 04:42:04 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 04:51:36 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 05:00:47 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 05:10:29 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 05:15:14 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 05:21:15 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 05:27:46 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 05:38:00 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 05:44:16 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 05:48:43 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 05:50:59 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 05:53:32 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 05:59:48 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 06:03:32 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 06:08:38 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 06:19:31 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-03 06:24:43 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 06:29:01 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-03 06:34:52 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-03 06:39:16 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 06:44:55 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-03 06:49:36 +0100;10;regular;""
Münsterplatz , Ulm;2020-03-03 06:50:28 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 06:54:20 +0100;12;regular;""
Münsterplatz , Ulm;2020-03-03 06:59:41 +0100;11;regular;""
Münsterplatz , Ulm;2020-03-03 07:04:52 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 07:08:44 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-03 07:14:48 +0100;19;regular;""
Münsterplatz , Ulm;2020-03-03 07:19:19 +0100;23;regular;""
Münsterplatz , Ulm;2020-03-03 07:22:09 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 07:24:44 +0100;28;regular;""
Münsterplatz , Ulm;2020-03-03 07:29:52 +0100;38;regular;""
Münsterplatz , Ulm;2020-03-03 07:34:48 +0100;28;regular;""
Münsterplatz , Ulm;2020-03-03 07:39:57 +0100;33;regular;""
Münsterplatz , Ulm;2020-03-03 07:44:54 +0100;44;regular;""
Münsterplatz , Ulm;2020-03-03 07:49:41 +0100;34;regular;""
Münsterplatz , Ulm;2020-03-03 07:54:59 +0100;42;regular;""
Münsterplatz , Ulm;2020-03-03 07:59:57 +0100;34;regular;""
Münsterplatz , Ulm;2020-03-03 08:04:41 +0100;21;regular;""
Münsterplatz , Ulm;2020-03-03 08:06:15 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 08:09:44 +0100;24;regular;""
Münsterplatz , Ulm;2020-03-03 08:11:03 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 08:14:59 +0100;23;regular;""
Münsterplatz , Ulm;2020-03-03 08:19:55 +0100;37;regular;""
Münsterplatz , Ulm;2020-03-03 08:24:33 +0100;20;regular;""
Münsterplatz , Ulm;2020-03-03 08:24:46 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 08:26:30 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 08:29:58 +0100;27;regular;""
Münsterplatz , Ulm;2020-03-03 08:34:03 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 08:34:28 +0100;34;regular;""
Münsterplatz , Ulm;2020-03-03 08:39:52 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 08:39:52 +0100;28;regular;""
Münsterplatz , Ulm;2020-03-03 08:41:03 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 08:44:55 +0100;33;regular;""
Münsterplatz , Ulm;2020-03-03 08:49:58 +0100;22;regular;""
Münsterplatz , Ulm;2020-03-03 08:54:59 +0100;50;regular;""
Münsterplatz , Ulm;2020-03-03 08:57:36 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 08:59:50 +0100;55;regular;""
Münsterplatz , Ulm;2020-03-03 09:04:25 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 09:04:57 +0100;42;regular;""
Münsterplatz , Ulm;2020-03-03 09:09:52 +0100;23;regular;""
Münsterplatz , Ulm;2020-03-03 09:14:19 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 09:14:58 +0100;39;regular;""
Münsterplatz , Ulm;2020-03-03 09:19:48 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 09:19:52 +0100;45;regular;""
Münsterplatz , Ulm;2020-03-03 09:24:02 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 09:24:56 +0100;38;regular;""
Münsterplatz , Ulm;2020-03-03 09:26:37 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 09:29:56 +0100;39;regular;""
Münsterplatz , Ulm;2020-03-03 09:32:24 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 09:34:55 +0100;39;regular;""
Münsterplatz , Ulm;2020-03-03 09:38:21 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 09:39:54 +0100;55;regular;""
Münsterplatz , Ulm;2020-03-03 09:40:46 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 09:44:50 +0100;52;regular;""
Münsterplatz , Ulm;2020-03-03 09:49:30 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 09:49:56 +0100;83;regular;""
Münsterplatz , Ulm;2020-03-03 09:52:38 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 09:54:53 +0100;62;regular;""
Münsterplatz , Ulm;2020-03-03 09:57:49 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 09:59:59 +0100;60;regular;""
Münsterplatz , Ulm;2020-03-03 10:03:45 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 10:04:42 +0100;65;regular;""
Münsterplatz , Ulm;2020-03-03 10:09:46 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 10:09:57 +0100;50;regular;""
Münsterplatz , Ulm;2020-03-03 10:14:49 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 10:14:50 +0100;62;regular;""
Münsterplatz , Ulm;2020-03-03 10:17:08 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 10:19:33 +0100;65;regular;""
Münsterplatz , Ulm;2020-03-03 10:23:18 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 10:24:41 +0100;73;regular;""
Münsterplatz , Ulm;2020-03-03 10:29:41 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 10:29:55 +0100;54;regular;""
Münsterplatz , Ulm;2020-03-03 10:31:48 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 10:34:41 +0100;66;regular;""
Münsterplatz , Ulm;2020-03-03 10:38:35 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 10:39:58 +0100;61;regular;""
Münsterplatz , Ulm;2020-03-03 10:41:25 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 10:44:54 +0100;73;regular;""
Münsterplatz , Ulm;2020-03-03 10:48:17 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 10:49:50 +0100;91;regular;""
Münsterplatz , Ulm;2020-03-03 10:54:28 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 10:54:56 +0100;62;regular;""
Münsterplatz , Ulm;2020-03-03 10:59:20 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 10:59:59 +0100;76;regular;""
Münsterplatz , Ulm;2020-03-03 11:04:17 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 11:04:59 +0100;72;regular;""
Münsterplatz , Ulm;2020-03-03 11:09:44 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 11:09:59 +0100;77;regular;""
Münsterplatz , Ulm;2020-03-03 11:12:44 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 11:14:53 +0100;73;regular;""
Münsterplatz , Ulm;2020-03-03 11:17:47 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 11:19:59 +0100;66;regular;""
Münsterplatz , Ulm;2020-03-03 11:23:38 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 11:24:58 +0100;73;regular;""
Münsterplatz , Ulm;2020-03-03 11:29:07 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 11:29:57 +0100;87;regular;""
Münsterplatz , Ulm;2020-03-03 11:32:45 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 11:34:59 +0100;103;regular;""
Münsterplatz , Ulm;2020-03-03 11:37:21 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 11:39:58 +0100;71;regular;""
Münsterplatz , Ulm;2020-03-03 11:42:48 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 11:44:55 +0100;92;regular;""
Münsterplatz , Ulm;2020-03-03 11:49:49 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 11:49:59 +0100;83;regular;""
Münsterplatz , Ulm;2020-03-03 11:51:26 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 11:54:59 +0100;79;regular;""
Münsterplatz , Ulm;2020-03-03 11:59:56 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 11:59:59 +0100;86;regular;""
Münsterplatz , Ulm;2020-03-03 12:04:05 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 12:04:59 +0100;102;regular;""
Münsterplatz , Ulm;2020-03-03 12:07:42 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 12:09:59 +0100;90;regular;""
Münsterplatz , Ulm;2020-03-03 12:14:57 +0100;98;regular;""
Münsterplatz , Ulm;2020-03-03 12:19:12 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 12:19:57 +0100;117;regular;""
Münsterplatz , Ulm;2020-03-03 12:24:55 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 12:24:59 +0100;108;regular;""
Münsterplatz , Ulm;2020-03-03 12:25:02 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 12:29:57 +0100;105;regular;""
Münsterplatz , Ulm;2020-03-03 12:33:32 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 12:34:51 +0100;98;regular;""
Münsterplatz , Ulm;2020-03-03 12:38:42 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 12:39:49 +0100;93;regular;""
Münsterplatz , Ulm;2020-03-03 12:43:51 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 12:44:58 +0100;124;regular;""
Münsterplatz , Ulm;2020-03-03 12:49:18 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 12:49:59 +0100;110;regular;""
Münsterplatz , Ulm;2020-03-03 12:53:18 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 12:54:55 +0100;109;regular;""
Münsterplatz , Ulm;2020-03-03 12:59:58 +0100;168;regular;""
Münsterplatz , Ulm;2020-03-03 12:59:58 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-03 13:03:28 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 13:04:57 +0100;158;regular;""
Münsterplatz , Ulm;2020-03-03 13:05:39 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 13:09:59 +0100;157;regular;""
Münsterplatz , Ulm;2020-03-03 13:14:59 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 13:14:59 +0100;124;regular;""
Münsterplatz , Ulm;2020-03-03 13:19:48 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 13:19:58 +0100;156;regular;""
Münsterplatz , Ulm;2020-03-03 13:21:34 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 13:24:57 +0100;139;regular;""
Münsterplatz , Ulm;2020-03-03 13:29:24 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 13:29:52 +0100;96;regular;""
Münsterplatz , Ulm;2020-03-03 13:33:13 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 13:34:55 +0100;100;regular;""
Münsterplatz , Ulm;2020-03-03 13:38:37 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 13:39:56 +0100;98;regular;""
Münsterplatz , Ulm;2020-03-03 13:44:57 +0100;104;regular;""
Münsterplatz , Ulm;2020-03-03 13:46:51 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 13:49:53 +0100;86;regular;""
Münsterplatz , Ulm;2020-03-03 13:54:27 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-03 13:54:57 +0100;107;regular;""
Münsterplatz , Ulm;2020-03-03 13:59:01 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 13:59:58 +0100;91;regular;""
Münsterplatz , Ulm;2020-03-03 14:04:22 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 14:04:54 +0100;91;regular;""
Münsterplatz , Ulm;2020-03-03 14:09:52 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 14:09:58 +0100;81;regular;""
Münsterplatz , Ulm;2020-03-03 14:13:37 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 14:14:56 +0100;80;regular;""
Münsterplatz , Ulm;2020-03-03 14:18:58 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 14:19:59 +0100;72;regular;""
Münsterplatz , Ulm;2020-03-03 14:22:50 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 14:24:52 +0100;96;regular;""
Münsterplatz , Ulm;2020-03-03 14:29:40 +0100;71;regular;""
Münsterplatz , Ulm;2020-03-03 14:33:12 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 14:34:58 +0100;74;regular;""
Münsterplatz , Ulm;2020-03-03 14:39:00 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 14:39:59 +0100;75;regular;""
Münsterplatz , Ulm;2020-03-03 14:43:45 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 14:44:57 +0100;60;regular;""
Münsterplatz , Ulm;2020-03-03 14:47:22 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 14:49:46 +0100;84;regular;""
Münsterplatz , Ulm;2020-03-03 14:52:06 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 14:54:58 +0100;82;regular;""
Münsterplatz , Ulm;2020-03-03 14:55:55 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 14:59:50 +0100;62;regular;""
Münsterplatz , Ulm;2020-03-03 15:04:50 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 15:04:53 +0100;69;regular;""
Münsterplatz , Ulm;2020-03-03 15:07:36 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 15:09:51 +0100;94;regular;""
Münsterplatz , Ulm;2020-03-03 15:14:35 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 15:14:59 +0100;90;regular;""
Münsterplatz , Ulm;2020-03-03 15:19:22 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 15:19:59 +0100;65;regular;""
Münsterplatz , Ulm;2020-03-03 15:24:41 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 15:24:55 +0100;97;regular;""
Münsterplatz , Ulm;2020-03-03 15:29:20 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 15:29:54 +0100;81;regular;""
Münsterplatz , Ulm;2020-03-03 15:34:56 +0100;67;regular;""
Münsterplatz , Ulm;2020-03-03 15:39:59 +0100;78;regular;""
Münsterplatz , Ulm;2020-03-03 15:39:59 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-03 15:44:31 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 15:44:54 +0100;90;regular;""
Münsterplatz , Ulm;2020-03-03 15:49:59 +0100;100;regular;""
Münsterplatz , Ulm;2020-03-03 15:49:59 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-03 15:50:32 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 15:54:56 +0100;90;regular;""
Münsterplatz , Ulm;2020-03-03 15:55:41 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 15:59:56 +0100;100;regular;""
Münsterplatz , Ulm;2020-03-03 16:04:26 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-03 16:04:58 +0100;111;regular;""
Münsterplatz , Ulm;2020-03-03 16:09:47 +0100;100;regular;""
Münsterplatz , Ulm;2020-03-03 16:14:26 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 16:14:59 +0100;98;regular;""
Münsterplatz , Ulm;2020-03-03 16:19:59 +0100;97;regular;""
Münsterplatz , Ulm;2020-03-03 16:22:00 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 16:24:58 +0100;100;regular;""
Münsterplatz , Ulm;2020-03-03 16:28:16 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 16:29:58 +0100;79;regular;""
Münsterplatz , Ulm;2020-03-03 16:33:12 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 16:34:56 +0100;78;regular;""
Münsterplatz , Ulm;2020-03-03 16:38:07 +0100;10;regular;""
Münsterplatz , Ulm;2020-03-03 16:39:59 +0100;85;regular;""
Münsterplatz , Ulm;2020-03-03 16:42:45 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 16:44:48 +0100;92;regular;""
Münsterplatz , Ulm;2020-03-03 16:49:48 +0100;77;regular;""
Münsterplatz , Ulm;2020-03-03 16:52:30 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 16:54:59 +0100;122;regular;""
Münsterplatz , Ulm;2020-03-03 16:59:55 +0100;118;regular;""
Münsterplatz , Ulm;2020-03-03 16:59:59 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 17:04:04 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 17:04:58 +0100;100;regular;""
Münsterplatz , Ulm;2020-03-03 17:09:42 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 17:09:42 +0100;79;regular;""
Münsterplatz , Ulm;2020-03-03 17:14:18 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 17:14:59 +0100;114;regular;""
Münsterplatz , Ulm;2020-03-03 17:19:42 +0100;13;regular;""
Münsterplatz , Ulm;2020-03-03 17:19:56 +0100;130;regular;""
Münsterplatz , Ulm;2020-03-03 17:23:14 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 17:24:59 +0100;105;regular;""
Münsterplatz , Ulm;2020-03-03 17:27:16 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 17:29:57 +0100;127;regular;""
Münsterplatz , Ulm;2020-03-03 17:34:54 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-03 17:34:58 +0100;106;regular;""
Münsterplatz , Ulm;2020-03-03 17:39:47 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 17:39:58 +0100;125;regular;""
Münsterplatz , Ulm;2020-03-03 17:43:17 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 17:44:56 +0100;111;regular;""
Münsterplatz , Ulm;2020-03-03 17:48:05 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 17:49:47 +0100;104;regular;""
Münsterplatz , Ulm;2020-03-03 17:54:16 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 17:54:55 +0100;119;regular;""
Münsterplatz , Ulm;2020-03-03 17:56:08 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 17:59:58 +0100;130;regular;""
Münsterplatz , Ulm;2020-03-03 18:02:35 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 18:04:57 +0100;99;regular;""
Münsterplatz , Ulm;2020-03-03 18:07:11 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 18:09:52 +0100;96;regular;""
Münsterplatz , Ulm;2020-03-03 18:14:31 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 18:14:59 +0100;95;regular;""
Münsterplatz , Ulm;2020-03-03 18:19:46 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 18:19:58 +0100;87;regular;""
Münsterplatz , Ulm;2020-03-03 18:24:07 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 18:24:56 +0100;83;regular;""
Münsterplatz , Ulm;2020-03-03 18:28:57 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 18:29:59 +0100;97;regular;""
Münsterplatz , Ulm;2020-03-03 18:34:32 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 18:34:58 +0100;65;regular;""
Münsterplatz , Ulm;2020-03-03 18:36:21 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 18:39:56 +0100;63;regular;""
Münsterplatz , Ulm;2020-03-03 18:41:22 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 18:44:59 +0100;68;regular;""
Münsterplatz , Ulm;2020-03-03 18:47:55 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 18:49:52 +0100;59;regular;""
Münsterplatz , Ulm;2020-03-03 18:52:01 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 18:54:54 +0100;72;regular;""
Münsterplatz , Ulm;2020-03-03 18:59:57 +0100;50;regular;""
Münsterplatz , Ulm;2020-03-03 19:00:25 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 19:04:57 +0100;104;regular;""
Münsterplatz , Ulm;2020-03-03 19:08:50 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 19:09:46 +0100;68;regular;""
Münsterplatz , Ulm;2020-03-03 19:12:59 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 19:14:58 +0100;70;regular;""
Münsterplatz , Ulm;2020-03-03 19:19:21 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 19:19:56 +0100;69;regular;""
Münsterplatz , Ulm;2020-03-03 19:24:57 +0100;61;regular;""
Münsterplatz , Ulm;2020-03-03 19:29:53 +0100;49;regular;""
Münsterplatz , Ulm;2020-03-03 19:34:53 +0100;52;regular;""
Münsterplatz , Ulm;2020-03-03 19:36:05 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 19:39:58 +0100;35;regular;""
Münsterplatz , Ulm;2020-03-03 19:44:59 +0100;37;regular;""
Münsterplatz , Ulm;2020-03-03 19:49:14 +0100;27;regular;""
Münsterplatz , Ulm;2020-03-03 19:52:15 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 19:54:52 +0100;38;regular;""
Münsterplatz , Ulm;2020-03-03 19:59:52 +0100;38;regular;""
Münsterplatz , Ulm;2020-03-03 20:04:54 +0100;38;regular;""
Münsterplatz , Ulm;2020-03-03 20:09:43 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 20:09:50 +0100;34;regular;""
Münsterplatz , Ulm;2020-03-03 20:12:44 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 20:14:56 +0100;38;regular;""
Münsterplatz , Ulm;2020-03-03 20:16:55 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 20:19:45 +0100;30;regular;""
Münsterplatz , Ulm;2020-03-03 20:24:58 +0100;30;regular;""
Münsterplatz , Ulm;2020-03-03 20:29:09 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 20:29:54 +0100;35;regular;""
Münsterplatz , Ulm;2020-03-03 20:34:51 +0100;26;regular;""
Münsterplatz , Ulm;2020-03-03 20:39:34 +0100;36;regular;""
Münsterplatz , Ulm;2020-03-03 20:44:12 +0100;24;regular;""
Münsterplatz , Ulm;2020-03-03 20:49:57 +0100;27;regular;""
Münsterplatz , Ulm;2020-03-03 20:54:47 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 20:54:52 +0100;26;regular;""
Münsterplatz , Ulm;2020-03-03 20:59:47 +0100;33;regular;""
Münsterplatz , Ulm;2020-03-03 21:04:04 +0100;16;regular;""
Münsterplatz , Ulm;2020-03-03 21:09:50 +0100;15;regular;""
Münsterplatz , Ulm;2020-03-03 21:13:57 +0100;15;regular;""
Münsterplatz , Ulm;2020-03-03 21:19:42 +0100;12;regular;""
Münsterplatz , Ulm;2020-03-03 21:24:49 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-03 21:28:11 +0100;13;regular;""
Münsterplatz , Ulm;2020-03-03 21:33:33 +0100;17;regular;""
Münsterplatz , Ulm;2020-03-03 21:39:48 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-03 21:44:31 +0100;17;regular;""
Münsterplatz , Ulm;2020-03-03 21:48:21 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-03 21:51:29 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 21:54:17 +0100;13;regular;""
Münsterplatz , Ulm;2020-03-03 21:59:44 +0100;15;regular;""
Münsterplatz , Ulm;2020-03-03 22:04:17 +0100;11;regular;""
Münsterplatz , Ulm;2020-03-03 22:09:24 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 22:09:58 +0100;13;regular;""
Münsterplatz , Ulm;2020-03-03 22:13:36 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 22:19:37 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-03 22:24:09 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-03 22:32:53 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 22:34:45 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-03 22:39:21 +0100;13;regular;""
Münsterplatz , Ulm;2020-03-03 22:44:57 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 22:48:30 +0100;21;regular;""
Münsterplatz , Ulm;2020-03-03 22:53:53 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-03 22:59:01 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-03 23:02:56 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-03 23:08:33 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-03 23:13:31 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 23:18:21 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 23:24:59 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-03 23:25:57 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 23:36:17 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 23:44:18 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-03 23:47:04 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-03 23:54:09 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-03 23:57:30 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-04 00:00:17 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 00:07:49 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-04 00:14:56 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-04 00:19:45 +0100;1;regular;""
